"","uniqueid","island","site","transect","top_color","bowl_color","order","count","dateout","datecoll","duration","order_abbrev"
"2637","Guam_Racetrack_L2","guam","race","L2","w","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2638","Guam_Racetrack_L2","guam","race","L2","w","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2639","Guam_Racetrack_L2","guam","race","L2","w","y","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2640","Guam_Racetrack_L2","guam","race","L2","w","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2641","Guam_Racetrack_L2","guam","race","L2","w","y","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2642","Guam_Racetrack_L2","guam","race","L2","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"2643","Guam_Racetrack_L2","guam","race","L2","r","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2644","Guam_Racetrack_L2","guam","race","L2","r","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2645","Guam_Racetrack_L2","guam","race","L2","r","y","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2646","Guam_Racetrack_L2","guam","race","L2","r","y","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2647","Guam_Racetrack_L2","guam","race","L2","r","y","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2648","Guam_Racetrack_L2","guam","race","L2","r","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2649","Guam_Racetrack_L2","guam","race","L2","r","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2650","Guam_Racetrack_L2","guam","race","L2","r","y","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2651","Guam_Racetrack_L2","guam","race","L2","r","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2652","Guam_Racetrack_L2","guam","race","L2","r","y","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2653","Guam_Racetrack_L2","guam","race","L2","r","y","other",0,2018-01-12,2018-01-15,3,"other"
"2654","Guam_Racetrack_L2","guam","race","L2","r","b","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2655","Guam_Racetrack_L2","guam","race","L2","r","b","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2656","Guam_Racetrack_L2","guam","race","L2","r","b","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2657","Guam_Racetrack_L2","guam","race","L2","r","b","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2658","Guam_Racetrack_L2","guam","race","L2","r","b","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2659","Guam_Racetrack_L2","guam","race","L2","r","b","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2660","Guam_Racetrack_L2","guam","race","L2","r","b","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2661","Guam_Racetrack_L2","guam","race","L2","r","b","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2662","Guam_Racetrack_L2","guam","race","L2","r","b","partial",0,2018-01-12,2018-01-15,3,"partl"
"2663","Guam_Racetrack_L2","guam","race","L2","r","b","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2664","Guam_Racetrack_L2","guam","race","L2","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"2665","Guam_Racetrack_L2","guam","race","L2","r","r","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2666","Guam_Racetrack_L2","guam","race","L2","r","r","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2667","Guam_Racetrack_L2","guam","race","L2","r","r","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2668","Guam_Racetrack_L2","guam","race","L2","r","r","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2669","Guam_Racetrack_L2","guam","race","L2","r","r","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2670","Guam_Racetrack_L2","guam","race","L2","r","r","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2671","Guam_Racetrack_L2","guam","race","L2","r","r","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2672","Guam_Racetrack_L2","guam","race","L2","r","r","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2673","Guam_Racetrack_L2","guam","race","L2","r","r","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2674","Guam_Racetrack_L2","guam","race","L2","r","r","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2675","Guam_Racetrack_L2","guam","race","L2","r","r","partial",0,2018-01-12,2018-01-15,3,"partl"
"2676","Guam_Racetrack_L2","guam","race","L2","r","r","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2677","Guam_Racetrack_L2","guam","race","L2","r","r","other",0,2018-01-12,2018-01-15,3,"other"
"2678","Guam_Racetrack_L3","guam","race","L3","r","r","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2679","Guam_Racetrack_L3","guam","race","L3","r","r","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2680","Guam_Racetrack_L3","guam","race","L3","r","r","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2681","Guam_Racetrack_L3","guam","race","L3","r","r","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2682","Guam_Racetrack_L3","guam","race","L3","r","r","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2683","Guam_Racetrack_L3","guam","race","L3","r","r","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2684","Guam_Racetrack_L3","guam","race","L3","r","r","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2685","Guam_Racetrack_L3","guam","race","L3","r","r","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2686","Guam_Racetrack_L3","guam","race","L3","r","r","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2687","Guam_Racetrack_L3","guam","race","L3","r","r","partial",0,2018-01-12,2018-01-15,3,"partl"
"2688","Guam_Racetrack_L3","guam","race","L3","r","r","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2689","Guam_Racetrack_L3","guam","race","L3","r","r","other",0,2018-01-12,2018-01-15,3,"other"
"2690","Guam_Racetrack_L3","guam","race","L3","r","y","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2691","Guam_Racetrack_L3","guam","race","L3","r","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2692","Guam_Racetrack_L3","guam","race","L3","r","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2693","Guam_Racetrack_L3","guam","race","L3","r","y","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2694","Guam_Racetrack_L3","guam","race","L3","r","y","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2695","Guam_Racetrack_L3","guam","race","L3","r","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2696","Guam_Racetrack_L3","guam","race","L3","r","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2697","Guam_Racetrack_L3","guam","race","L3","r","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2698","Guam_Racetrack_L3","guam","race","L3","r","y","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2699","Guam_Racetrack_L3","guam","race","L3","r","y","other",0,2018-01-12,2018-01-15,3,"other"
"2700","Guam_Racetrack_L3","guam","race","L3","y","r","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2701","Guam_Racetrack_L3","guam","race","L3","y","r","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2702","Guam_Racetrack_L3","guam","race","L3","y","r","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2703","Guam_Racetrack_L3","guam","race","L3","y","r","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2704","Guam_Racetrack_L3","guam","race","L3","y","r","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2705","Guam_Racetrack_L3","guam","race","L3","y","r","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2706","Guam_Racetrack_L3","guam","race","L3","y","r","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2707","Guam_Racetrack_L3","guam","race","L3","y","r","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2708","Guam_Racetrack_L3","guam","race","L3","y","r","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2709","Guam_Racetrack_L3","guam","race","L3","y","r","partial",0,2018-01-12,2018-01-15,3,"partl"
"2710","Guam_Racetrack_L3","guam","race","L3","y","r","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2711","Guam_Racetrack_L3","guam","race","L3","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"2712","Guam_Racetrack_L3","guam","race","L3","y","w","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2713","Guam_Racetrack_L3","guam","race","L3","y","w","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2714","Guam_Racetrack_L3","guam","race","L3","y","w","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2715","Guam_Racetrack_L3","guam","race","L3","y","w","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2716","Guam_Racetrack_L3","guam","race","L3","y","w","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2717","Guam_Racetrack_L3","guam","race","L3","y","w","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2718","Guam_Racetrack_L3","guam","race","L3","y","w","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2719","Guam_Racetrack_L3","guam","race","L3","y","w","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2720","Guam_Racetrack_L3","guam","race","L3","y","w","partial",0,2018-01-12,2018-01-15,3,"partl"
"2721","Guam_Racetrack_L3","guam","race","L3","y","w","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2722","Guam_Racetrack_L3","guam","race","L3","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"2723","Guam_Racetrack_L3","guam","race","L3","y","b","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2724","Guam_Racetrack_L3","guam","race","L3","y","b","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2725","Guam_Racetrack_L3","guam","race","L3","y","b","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2726","Guam_Racetrack_L3","guam","race","L3","y","b","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2727","Guam_Racetrack_L3","guam","race","L3","y","b","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2728","Guam_Racetrack_L3","guam","race","L3","y","b","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2729","Guam_Racetrack_L3","guam","race","L3","y","b","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2730","Guam_Racetrack_L3","guam","race","L3","y","b","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2731","Guam_Racetrack_L3","guam","race","L3","y","b","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2732","Guam_Racetrack_L3","guam","race","L3","y","b","partial",0,2018-01-12,2018-01-15,3,"partl"
"2733","Guam_Racetrack_L3","guam","race","L3","y","b","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2734","Guam_Racetrack_L3","guam","race","L3","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"2735","Guam_Racetrack_L3","guam","race","L3","y","y","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2736","Guam_Racetrack_L3","guam","race","L3","y","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2737","Guam_Racetrack_L3","guam","race","L3","y","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2738","Guam_Racetrack_L3","guam","race","L3","y","y","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2739","Guam_Racetrack_L3","guam","race","L3","y","y","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2740","Guam_Racetrack_L3","guam","race","L3","y","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2741","Guam_Racetrack_L3","guam","race","L3","y","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2742","Guam_Racetrack_L3","guam","race","L3","y","y","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2743","Guam_Racetrack_L3","guam","race","L3","y","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2744","Guam_Racetrack_L3","guam","race","L3","y","y","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2745","Guam_Racetrack_L3","guam","race","L3","w","b","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2746","Guam_Racetrack_L3","guam","race","L3","w","b","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2747","Guam_Racetrack_L3","guam","race","L3","w","b","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2748","Guam_Racetrack_L3","guam","race","L3","w","b","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2749","Guam_Racetrack_L3","guam","race","L3","w","b","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2750","Guam_Racetrack_L3","guam","race","L3","w","b","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2751","Guam_Racetrack_L3","guam","race","L3","w","b","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2752","Guam_Racetrack_L3","guam","race","L3","w","b","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2753","Guam_Racetrack_L3","guam","race","L3","w","b","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2754","Guam_Racetrack_L3","guam","race","L3","w","b","partial",0,2018-01-12,2018-01-15,3,"partl"
"2755","Guam_Racetrack_L3","guam","race","L3","w","b","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2756","Guam_Racetrack_L3","guam","race","L3","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"2757","Guam_Racetrack_L3","guam","race","L3","w","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2758","Guam_Racetrack_L3","guam","race","L3","w","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2759","Guam_Racetrack_L3","guam","race","L3","w","y","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2760","Guam_Racetrack_L3","guam","race","L3","w","y","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2761","Guam_Racetrack_L3","guam","race","L3","w","y","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2762","Guam_Racetrack_L3","guam","race","L3","w","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2763","Guam_Racetrack_L3","guam","race","L3","w","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2764","Guam_Racetrack_L3","guam","race","L3","w","y","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2765","Guam_Racetrack_L3","guam","race","L3","w","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2766","Guam_Racetrack_L3","guam","race","L3","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"2767","Guam_Racetrack_L3","guam","race","L3","b","b","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2768","Guam_Racetrack_L3","guam","race","L3","b","b","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2769","Guam_Racetrack_L3","guam","race","L3","b","b","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2770","Guam_Racetrack_L3","guam","race","L3","b","b","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2771","Guam_Racetrack_L3","guam","race","L3","b","b","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2772","Guam_Racetrack_L3","guam","race","L3","b","b","partial",0,2018-01-12,2018-01-15,3,"partl"
"2773","Guam_Racetrack_L3","guam","race","L3","b","b","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2774","Guam_Racetrack_L3","guam","race","L3","b","b","other",0,2018-01-12,2018-01-15,3,"other"
"2775","Guam_Racetrack_L3","guam","race","L3","b","r","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2776","Guam_Racetrack_L3","guam","race","L3","b","r","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2777","Guam_Racetrack_L3","guam","race","L3","b","r","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2778","Guam_Racetrack_L3","guam","race","L3","b","r","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2779","Guam_Racetrack_L3","guam","race","L3","b","r","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2780","Guam_Racetrack_L3","guam","race","L3","b","r","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2781","Guam_Racetrack_L3","guam","race","L3","b","r","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2782","Guam_Racetrack_L3","guam","race","L3","b","r","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2783","Guam_Racetrack_L3","guam","race","L3","b","r","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2784","Guam_Racetrack_L3","guam","race","L3","b","r","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2785","Guam_Racetrack_L3","guam","race","L3","b","r","partial",0,2018-01-12,2018-01-15,3,"partl"
"2786","Guam_Racetrack_L3","guam","race","L3","b","r","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2787","Guam_Racetrack_L3","guam","race","L3","b","r","other",0,2018-01-12,2018-01-15,3,"other"
"2788","Guam_Racetrack_L3","guam","race","L3","b","w","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2789","Guam_Racetrack_L3","guam","race","L3","b","w","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2790","Guam_Racetrack_L3","guam","race","L3","b","w","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2791","Guam_Racetrack_L3","guam","race","L3","b","w","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2792","Guam_Racetrack_L3","guam","race","L3","b","w","partial",0,2018-01-12,2018-01-15,3,"partl"
"2793","Guam_Racetrack_L3","guam","race","L3","b","w","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2794","Guam_Racetrack_L3","guam","race","L3","b","w","other",0,2018-01-12,2018-01-15,3,"other"
"2795","Guam_Racetrack_L3","guam","race","L3","b","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2796","Guam_Racetrack_L3","guam","race","L3","b","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2797","Guam_Racetrack_L3","guam","race","L3","b","y","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2798","Guam_Racetrack_L3","guam","race","L3","b","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2799","Guam_Racetrack_L3","guam","race","L3","b","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2800","Guam_Racetrack_L3","guam","race","L3","b","y","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2801","Guam_Racetrack_L3","guam","race","L3","b","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2802","Guam_Racetrack_L3","guam","race","L3","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"2803","Guam_Racetrack_L3","guam","race","L3","w","w","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2804","Guam_Racetrack_L3","guam","race","L3","w","w","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2805","Guam_Racetrack_L3","guam","race","L3","w","w","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2806","Guam_Racetrack_L3","guam","race","L3","w","w","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2807","Guam_Racetrack_L3","guam","race","L3","w","w","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2808","Guam_Racetrack_L3","guam","race","L3","w","w","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2809","Guam_Racetrack_L3","guam","race","L3","w","w","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2810","Guam_Racetrack_L3","guam","race","L3","w","w","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2811","Guam_Racetrack_L3","guam","race","L3","w","w","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2812","Guam_Racetrack_L3","guam","race","L3","w","w","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2813","Guam_Racetrack_L3","guam","race","L3","w","w","partial",0,2018-01-12,2018-01-15,3,"partl"
"2814","Guam_Racetrack_L3","guam","race","L3","w","w","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2815","Guam_Racetrack_L3","guam","race","L3","w","w","other",0,2018-01-12,2018-01-15,3,"other"
"2816","Guam_Racetrack_L3","guam","race","L3","w","r","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2817","Guam_Racetrack_L3","guam","race","L3","w","r","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2818","Guam_Racetrack_L3","guam","race","L3","w","r","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2819","Guam_Racetrack_L3","guam","race","L3","w","r","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2820","Guam_Racetrack_L3","guam","race","L3","w","r","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2821","Guam_Racetrack_L3","guam","race","L3","w","r","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2822","Guam_Racetrack_L3","guam","race","L3","w","r","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2823","Guam_Racetrack_L3","guam","race","L3","w","r","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2824","Guam_Racetrack_L3","guam","race","L3","w","r","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2825","Guam_Racetrack_L3","guam","race","L3","w","r","partial",0,2018-01-12,2018-01-15,3,"partl"
"2826","Guam_Racetrack_L3","guam","race","L3","w","r","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2827","Guam_Racetrack_L3","guam","race","L3","r","b","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2828","Guam_Racetrack_L3","guam","race","L3","r","b","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2829","Guam_Racetrack_L3","guam","race","L3","r","b","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2830","Guam_Racetrack_L3","guam","race","L3","r","b","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2831","Guam_Racetrack_L3","guam","race","L3","r","b","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2832","Guam_Racetrack_L3","guam","race","L3","r","b","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2833","Guam_Racetrack_L3","guam","race","L3","r","b","partial",0,2018-01-12,2018-01-15,3,"partl"
"2834","Guam_Racetrack_L3","guam","race","L3","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"2835","Guam_Racetrack_L3","guam","race","L3","r","w","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2836","Guam_Racetrack_L3","guam","race","L3","r","w","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2837","Guam_Racetrack_L3","guam","race","L3","r","w","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2838","Guam_Racetrack_L3","guam","race","L3","r","w","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2839","Guam_Racetrack_L3","guam","race","L3","r","w","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2840","Guam_Racetrack_L3","guam","race","L3","r","w","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2841","Guam_Racetrack_L3","guam","race","L3","r","w","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2842","Guam_Racetrack_L3","guam","race","L3","r","w","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2843","Guam_Racetrack_L3","guam","race","L3","r","w","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2844","Guam_Racetrack_L3","guam","race","L3","r","w","partial",0,2018-01-12,2018-01-15,3,"partl"
"2845","Guam_Racetrack_L3","guam","race","L3","r","w","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2846","Guam_Racetrack_L3","guam","race","L3","r","w","other",0,2018-01-12,2018-01-15,3,"other"
"2847","Guam_Riti_L1","guam","riti","L1","w","b","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2848","Guam_Riti_L1","guam","riti","L1","w","b","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2849","Guam_Riti_L1","guam","riti","L1","w","b","formicidae",0,2018-01-12,2018-01-15,3,"frmcd"
"2850","Guam_Riti_L1","guam","riti","L1","w","b","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2851","Guam_Riti_L1","guam","riti","L1","w","b","crabronidae",0,2018-01-12,2018-01-15,3,"crbrn"
"2852","Guam_Riti_L1","guam","riti","L1","w","b","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2853","Guam_Riti_L1","guam","riti","L1","w","b","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2854","Guam_Riti_L1","guam","riti","L1","w","b","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2855","Guam_Riti_L1","guam","riti","L1","w","b","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2856","Guam_Riti_L1","guam","riti","L1","w","b","partial",0,2018-01-12,2018-01-15,3,"partl"
"2857","Guam_Riti_L1","guam","riti","L1","w","b","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2858","Guam_Riti_L1","guam","riti","L1","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"2859","Guam_Riti_L1","guam","riti","L1","w","y","diptera",0,2018-01-12,2018-01-15,3,"diptr"
"2860","Guam_Riti_L1","guam","riti","L1","w","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2861","Guam_Riti_L1","guam","riti","L1","w","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2862","Guam_Riti_L1","guam","riti","L1","w","y","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2863","Guam_Riti_L1","guam","riti","L1","w","y","lepidoptera",0,2018-01-12,2018-01-15,3,"lpdpt"
"2864","Guam_Riti_L1","guam","riti","L1","w","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2865","Guam_Riti_L1","guam","riti","L1","w","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2866","Guam_Riti_L1","guam","riti","L1","w","y","partial",0,2018-01-12,2018-01-15,3,"partl"
"2867","Guam_Riti_L1","guam","riti","L1","w","y","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2868","Guam_Riti_L1","guam","riti","L1","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"2869","Guam_Riti_L1","guam","riti","L1","y","y","hemiptera",0,2018-01-12,2018-01-15,3,"hmptr"
"2870","Guam_Riti_L1","guam","riti","L1","y","y","coleoptera",0,2018-01-12,2018-01-15,3,"clptr"
"2871","Guam_Riti_L1","guam","riti","L1","y","y","apoidea",0,2018-01-12,2018-01-15,3,"apoid"
"2872","Guam_Riti_L1","guam","riti","L1","y","y","blattodea",0,2018-01-12,2018-01-15,3,"blttd"
"2873","Guam_Riti_L1","guam","riti","L1","y","y","araneae",0,2018-01-12,2018-01-15,3,"arane"
"2874","Guam_Riti_L1","guam","riti","L1","y","y","isoptera",0,2018-01-12,2018-01-15,3,"isptr"
"2875","Guam_Riti_L1","guam","riti","L1","y","y","trichoptera",0,2018-01-12,2018-01-15,3,"trchp"
"2876","Guam_Riti_L1","guam","riti","L1","y","y","other",0,2018-01-12,2018-01-15,3,"other"
"2877","Guam_Riti_L1","guam","riti","L1","r","b","diptera",0,2018-01-12,2018-01-15,3,"diptr"
