"","uniqueid","island","site","transect","top_color","bowl_color","order","count","date traps out","date traps coll"
"3789","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","crabronidae",0,2018-01-17,2018-01-20
"3790","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","lepidoptera",0,2018-01-17,2018-01-20
"3791","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","blattodea",0,2018-01-17,2018-01-20
"3792","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","araneae",3,2018-01-17,2018-01-20
"3793","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","isoptera",0,2018-01-17,2018-01-20
"3794","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","partial",0,2018-01-17,2018-01-20
"3795","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","trichoptera",9,2018-01-17,2018-01-20
"3796","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","y","other",0,2018-01-17,2018-01-20
"3797","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","diptera",11,2018-01-17,2018-01-20
"3798","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","hemiptera",1,2018-01-17,2018-01-20
"3799","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","coleoptera",1,2018-01-17,2018-01-20
"3800","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","formicidae",0,2018-01-17,2018-01-20
"3801","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","apoidea",4,2018-01-17,2018-01-20
"3802","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","crabronidae",0,2018-01-17,2018-01-20
"3803","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","lepidoptera",2,2018-01-17,2018-01-20
"3804","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","blattodea",0,2018-01-17,2018-01-20
"3805","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","araneae",0,2018-01-17,2018-01-20
"3806","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","isoptera",0,2018-01-17,2018-01-20
"3807","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","partial",0,2018-01-17,2018-01-20
"3808","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","trichoptera",0,2018-01-17,2018-01-20
"3809","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","w","other",0,2018-01-17,2018-01-20
"3810","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","diptera",16,2018-01-17,2018-01-20
"3811","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","hemiptera",11,2018-01-17,2018-01-20
"3812","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","coleoptera",0,2018-01-17,2018-01-20
"3813","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","formicidae",0,2018-01-17,2018-01-20
"3814","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","apoidea",3,2018-01-17,2018-01-20
"3815","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","crabronidae",1,2018-01-17,2018-01-20
"3816","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","lepidoptera",6,2018-01-17,2018-01-20
"3817","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","blattodea",0,2018-01-17,2018-01-20
"3818","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","araneae",0,2018-01-17,2018-01-20
"3819","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","isoptera",0,2018-01-17,2018-01-20
"3820","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","partial",0,2018-01-17,2018-01-20
"3821","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","trichoptera",0,2018-01-17,2018-01-20
"3822","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","w","other",0,2018-01-17,2018-01-20
"3823","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","diptera",6,2018-01-17,2018-01-20
"3824","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","hemiptera",22,2018-01-17,2018-01-20
"3825","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","coleoptera",0,2018-01-17,2018-01-20
"3826","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","formicidae",0,2018-01-17,2018-01-20
"3827","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","apoidea",2,2018-01-17,2018-01-20
"3828","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","crabronidae",2,2018-01-17,2018-01-20
"3829","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","lepidoptera",4,2018-01-17,2018-01-20
"3830","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","blattodea",0,2018-01-17,2018-01-20
"3831","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","araneae",0,2018-01-17,2018-01-20
"3832","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","isoptera",0,2018-01-17,2018-01-20
"3833","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","partial",0,2018-01-17,2018-01-20
"3834","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","trichoptera",0,2018-01-17,2018-01-20
"3835","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","b","other",0,2018-01-17,2018-01-20
"3836","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","diptera",8,2018-01-17,2018-01-20
"3837","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","hemiptera",0,2018-01-17,2018-01-20
"3838","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","coleoptera",0,2018-01-17,2018-01-20
"3839","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","formicidae",1,2018-01-17,2018-01-20
"3840","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","apoidea",4,2018-01-17,2018-01-20
"3841","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","crabronidae",3,2018-01-17,2018-01-20
"3842","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","lepidoptera",8,2018-01-17,2018-01-20
"3843","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","blattodea",0,2018-01-17,2018-01-20
"3844","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","araneae",0,2018-01-17,2018-01-20
"3845","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","isoptera",0,2018-01-17,2018-01-20
"3846","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","partial",0,2018-01-17,2018-01-20
"3847","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","trichoptera",0,2018-01-17,2018-01-20
"3848","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","w","other",0,2018-01-17,2018-01-20
"3849","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","diptera",8,2018-01-17,2018-01-20
"3850","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","hemiptera",23,2018-01-17,2018-01-20
"3851","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","coleoptera",0,2018-01-17,2018-01-20
"3852","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","formicidae",0,2018-01-17,2018-01-20
"3853","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","apoidea",6,2018-01-17,2018-01-20
"3854","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","crabronidae",3,2018-01-17,2018-01-20
"3855","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","lepidoptera",5,2018-01-17,2018-01-20
"3856","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","blattodea",0,2018-01-17,2018-01-20
"3857","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","araneae",1,2018-01-17,2018-01-20
"3858","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","isoptera",0,2018-01-17,2018-01-20
"3859","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","partial",0,2018-01-17,2018-01-20
"3860","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","trichoptera",0,2018-01-17,2018-01-20
"3861","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","r","other",0,2018-01-17,2018-01-20
"3862","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","diptera",5,2018-01-17,2018-01-20
"3863","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","hemiptera",4,2018-01-17,2018-01-20
"3864","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","coleoptera",0,2018-01-17,2018-01-20
"3865","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","formicidae",0,2018-01-17,2018-01-20
"3866","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","apoidea",0,2018-01-17,2018-01-20
"3867","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","crabronidae",1,2018-01-17,2018-01-20
"3868","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","lepidoptera",2,2018-01-17,2018-01-20
"3869","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","blattodea",0,2018-01-17,2018-01-20
"3870","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","araneae",0,2018-01-17,2018-01-20
"3871","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","isoptera",0,2018-01-17,2018-01-20
"3872","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","partial",0,2018-01-17,2018-01-20
"3873","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","trichoptera",0,2018-01-17,2018-01-20
"3874","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","r","other",0,2018-01-17,2018-01-20
"3875","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","diptera",3,2018-01-17,2018-01-20
"3876","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","hemiptera",6,2018-01-17,2018-01-20
"3877","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","coleoptera",0,2018-01-17,2018-01-20
"3878","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","formicidae",0,2018-01-17,2018-01-20
"3879","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","apoidea",1,2018-01-17,2018-01-20
"3880","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","crabronidae",1,2018-01-17,2018-01-20
"3881","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","lepidoptera",2,2018-01-17,2018-01-20
"3882","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","blattodea",0,2018-01-17,2018-01-20
"3883","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","araneae",0,2018-01-17,2018-01-20
"3884","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","isoptera",0,2018-01-17,2018-01-20
"3885","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","partial",0,2018-01-17,2018-01-20
"3886","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","trichoptera",0,2018-01-17,2018-01-20
"3887","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","y","r","other",0,2018-01-17,2018-01-20
"3888","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","diptera",17,2018-01-17,2018-01-20
"3889","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","hemiptera",53,2018-01-17,2018-01-20
"3890","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","coleoptera",6,2018-01-17,2018-01-20
"3891","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","formicidae",0,2018-01-17,2018-01-20
"3892","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","apoidea",3,2018-01-17,2018-01-20
"3893","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","crabronidae",2,2018-01-17,2018-01-20
"3894","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","lepidoptera",3,2018-01-17,2018-01-20
"3895","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","blattodea",0,2018-01-17,2018-01-20
"3896","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","araneae",1,2018-01-17,2018-01-20
"3897","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","isoptera",0,2018-01-17,2018-01-20
"3898","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","partial",0,2018-01-17,2018-01-20
"3899","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","trichoptera",0,2018-01-17,2018-01-20
"3900","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","b","y","other",0,2018-01-17,2018-01-20
"3901","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","diptera",13,2018-01-17,2018-01-20
"3902","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","hemiptera",0,2018-01-17,2018-01-20
"3903","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","coleoptera",3,2018-01-17,2018-01-20
"3904","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","formicidae",0,2018-01-17,2018-01-20
"3905","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","apoidea",0,2018-01-17,2018-01-20
"3906","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","crabronidae",0,2018-01-17,2018-01-20
"3907","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","lepidoptera",3,2018-01-17,2018-01-20
"3908","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","blattodea",0,2018-01-17,2018-01-20
"3909","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","araneae",0,2018-01-17,2018-01-20
"3910","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","isoptera",0,2018-01-17,2018-01-20
"3911","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","partial",0,2018-01-17,2018-01-20
"3912","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","trichoptera",0,2018-01-17,2018-01-20
"3913","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","y","other",0,2018-01-17,2018-01-20
"3914","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","diptera",6,2018-01-17,2018-01-20
"3915","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","hemiptera",5,2018-01-17,2018-01-20
"3916","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","coleoptera",0,2018-01-17,2018-01-20
"3917","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","formicidae",0,2018-01-17,2018-01-20
"3918","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","apoidea",1,2018-01-17,2018-01-20
"3919","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","crabronidae",0,2018-01-17,2018-01-20
"3920","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","lepidoptera",3,2018-01-17,2018-01-20
"3921","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","blattodea",0,2018-01-17,2018-01-20
"3922","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","araneae",0,2018-01-17,2018-01-20
"3923","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","isoptera",0,2018-01-17,2018-01-20
"3924","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","partial",1,2018-01-17,2018-01-20
"3925","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","trichoptera",0,2018-01-17,2018-01-20
"3926","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","y","other",0,2018-01-17,2018-01-20
"3927","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","diptera",3,2018-01-17,2018-01-20
"3928","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","hemiptera",0,2018-01-17,2018-01-20
"3929","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","coleoptera",0,2018-01-17,2018-01-20
"3930","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","formicidae",1,2018-01-17,2018-01-20
"3931","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","apoidea",2,2018-01-17,2018-01-20
"3932","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","crabronidae",0,2018-01-17,2018-01-20
"3933","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","lepidoptera",1,2018-01-17,2018-01-20
"3934","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","blattodea",0,2018-01-17,2018-01-20
"3935","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","araneae",0,2018-01-17,2018-01-20
"3936","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","isoptera",0,2018-01-17,2018-01-20
"3937","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","partial",0,2018-01-17,2018-01-20
"3938","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","trichoptera",0,2018-01-17,2018-01-20
"3939","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","r","b","other",0,2018-01-17,2018-01-20
"3940","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","diptera",2,2018-01-17,2018-01-20
"3941","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","hemiptera",0,2018-01-17,2018-01-20
"3942","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","coleoptera",0,2018-01-17,2018-01-20
"3943","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","formicidae",0,2018-01-17,2018-01-20
"3944","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","apoidea",1,2018-01-17,2018-01-20
"3945","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","crabronidae",1,2018-01-17,2018-01-20
"3946","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","lepidoptera",2,2018-01-17,2018-01-20
"3947","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","blattodea",0,2018-01-17,2018-01-20
"3948","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","araneae",0,2018-01-17,2018-01-20
"3949","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","isoptera",0,2018-01-17,2018-01-20
"3950","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","partial",0,2018-01-17,2018-01-20
"3951","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","trichoptera",0,2018-01-17,2018-01-20
"3952","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","b","other",0,2018-01-17,2018-01-20
"3953","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","diptera",2,2018-01-17,2018-01-20
"3954","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","hemiptera",2,2018-01-17,2018-01-20
"3955","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","coleoptera",0,2018-01-17,2018-01-20
"3956","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","formicidae",0,2018-01-17,2018-01-20
"3957","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","apoidea",1,2018-01-17,2018-01-20
"3958","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","crabronidae",2,2018-01-17,2018-01-20
"3959","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","lepidoptera",2,2018-01-17,2018-01-20
"3960","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","blattodea",0,2018-01-17,2018-01-20
"3961","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","araneae",0,2018-01-17,2018-01-20
"3962","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","isoptera",0,2018-01-17,2018-01-20
"3963","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","partial",0,2018-01-17,2018-01-20
"3964","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","trichoptera",0,2018-01-17,2018-01-20
"3965","Saipan_ForbiGrid_L1","Saipan","ForbiGrid","L1","w","r","other",0,2018-01-17,2018-01-20
"3966","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","diptera",3,2018-01-17,2018-01-20
"3967","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","hemiptera",2,2018-01-17,2018-01-20
"3968","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","coleoptera",1,2018-01-17,2018-01-20
"3969","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","formicidae",0,2018-01-17,2018-01-20
"3970","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","apoidea",0,2018-01-17,2018-01-20
"3971","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","crabronidae",0,2018-01-17,2018-01-20
"3972","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","lepidoptera",7,2018-01-17,2018-01-20
"3973","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","blattodea",0,2018-01-17,2018-01-20
"3974","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","araneae",0,2018-01-17,2018-01-20
"3975","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","isoptera",0,2018-01-17,2018-01-20
"3976","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","partial",0,2018-01-17,2018-01-20
"3977","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","trichoptera",0,2018-01-17,2018-01-20
"3978","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","y","other",0,2018-01-17,2018-01-20
"3979","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","diptera",6,2018-01-17,2018-01-20
"3980","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","hemiptera",2,2018-01-17,2018-01-20
"3981","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","coleoptera",1,2018-01-17,2018-01-20
"3982","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","formicidae",0,2018-01-17,2018-01-20
"3983","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","apoidea",1,2018-01-17,2018-01-20
"3984","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","crabronidae",1,2018-01-17,2018-01-20
"3985","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","lepidoptera",1,2018-01-17,2018-01-20
"3986","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","blattodea",0,2018-01-17,2018-01-20
"3987","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","araneae",0,2018-01-17,2018-01-20
"3988","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","isoptera",0,2018-01-17,2018-01-20
"3989","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","partial",0,2018-01-17,2018-01-20
"3990","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","trichoptera",0,2018-01-17,2018-01-20
"3991","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","b","other",0,2018-01-17,2018-01-20
"3992","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","diptera",1,2018-01-17,2018-01-20
"3993","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","hemiptera",2,2018-01-17,2018-01-20
"3994","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","coleoptera",0,2018-01-17,2018-01-20
"3995","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","formicidae",0,2018-01-17,2018-01-20
"3996","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","apoidea",11,2018-01-17,2018-01-20
"3997","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","crabronidae",0,2018-01-17,2018-01-20
"3998","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","lepidoptera",0,2018-01-17,2018-01-20
"3999","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","blattodea",1,2018-01-17,2018-01-20
"4000","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","araneae",0,2018-01-17,2018-01-20
"4001","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","isoptera",1,2018-01-17,2018-01-20
"4002","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","partial",0,2018-01-17,2018-01-20
"4003","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","trichoptera",0,2018-01-17,2018-01-20
"4004","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","w","other",0,2018-01-17,2018-01-20
"4005","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","diptera",12,2018-01-17,2018-01-20
"4006","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","hemiptera",0,2018-01-17,2018-01-20
"4007","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","coleoptera",0,2018-01-17,2018-01-20
"4008","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","formicidae",1,2018-01-17,2018-01-20
"4009","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","apoidea",13,2018-01-17,2018-01-20
"4010","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","crabronidae",2,2018-01-17,2018-01-20
"4011","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","lepidoptera",0,2018-01-17,2018-01-20
"4012","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","blattodea",0,2018-01-17,2018-01-20
"4013","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","araneae",0,2018-01-17,2018-01-20
"4014","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","isoptera",0,2018-01-17,2018-01-20
"4015","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","partial",1,2018-01-17,2018-01-20
"4016","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","trichoptera",0,2018-01-17,2018-01-20
"4017","Saipan_ForbiGrid_L2","Saipan","ForbiGrid","L2","y","r","other",0,2018-01-17,2018-01-20
